target_cosine,selected_L,calibration_mean,calibration_worst,test_mean,test_worst,adaptive_time_ms,fixed_L8_time_ms,speedup_vs_L8,mean_pass,worst_pass
0.9,2,0.9305732131004334,0.9283539652824402,0.9309148460626602,0.9264529943466187,3.7534000002779067,8.989699999801815,2.3950817922779892,True,True
0.95,4,0.9587960481643677,0.9573925137519836,0.9590424031019211,0.9557965397834778,5.760400003055111,8.989699999801815,1.560603429455246,True,True
0.97,8,0.9722479939460754,0.9714362025260925,0.9722383856773377,0.9702867269515991,9.09329998830799,8.989699999801815,0.9886069976092967,True,True
0.98,32,0.9841203212738037,0.9834372997283936,0.9841930329799652,0.9831794500350952,30.926599996746518,8.989699999801815,0.2906785744552435,True,True
